survey_id;account_id;account_text;;;;;;;;;;;;;;;;;;;;;
15;221;QR codes and GPS coordinates can be used to track and guide movement of the students.;;;;;;;;;;;;;;;;;;;;;
15;222;Using QR codes (...) to avoid relying on location-based technology and focus on the augmented experience;;;;;;;;;;;;;;;;;;;;;
15;223;Motion sensors that modeled force and motion during (...) enabled students to use, visualize ideas and share them with others for discussion.;;;;;;;;;;;;;;;;;;;;;
15;224;AR outside of the classroom (...) as a tool for physical activity;;;;;;;;;;;;;;;;;;;;;
15;225;Physical movement (...) for (...) student who have difficulties to engage under normal circumstances [to] become more actively involved;;;;;;;;;;;;;;;;;;;;;
15;226;[engaging] students who were identified as ADD as well as unmotivated students;;;;;;;;;;;;;;;;;;;;;
15;227;overlaying audio for those with visual impairments or text for those with hearing disabilities;;;;;;;;;;;;;;;;;;;;;
15;228;Physical limitations can make handheld AR devices more difficult to work with. Head-mounted displays (HMD) can provide a hands-free [alternative];;;;;;;;;;;;;;;;;;;;;
15;229;study (...) at specific locations while having access to overlaid media (...) from the AR device (...) to mesh classroom information into the real-world environment;;;;;;;;;;;;;;;;;;;;;
15;230;Using probeware and sensors to collect data and AR technology to guide and visualize;;;;;;;;;;;;;;;;;;;;;
16;231;an HMD is combined with the body tracking of the user, or at least hand or foot tracking, it could be utilized to train athletes or normal people to play sports or even just for exercising without having the need to go to an actual gym;;;;;;;;;;;;;;;;;;;;;
16;232;It can be also used to understand perception and action in sports (...) and even analysing sports performance;;;;;;;;;;;;;;;;;;;;;
16;233;VR simulations are being used for training, teaching and planning for surgeries;;;;;;;;;;;;;;;;;;;;;
16;234;VREs could provide (...) students a virtual setting (...) allowing them to interact with the human body or with virtual (...) [humans] minimizing the risk of harming a real [person] (...);;;;;;;;;;;;;;;;;;;;;
16;235;VR environments (...) provide (...) experts an ideal space to replicate situations similar to those that they face, providing them the opportunity to be trained as many times as necessary and experiment on the proper course of action but within a safe three-dimensional environment;;;;;;;;;;;;;;;;;;;;;
16;236;VR technologies have been used for inducing empathy towards groups of people that are stigmatized by society;;;;;;;;;;;;;;;;;;;;;
16;237;development of virtual worlds that mimic the real world, simulating real-based incidents and situations, providing the users a space that suits their needs for training and learning through experimentation;;;;;;;;;;;;;;;;;;;;;
16;238;experience authentic and realistic scenarios and situations closely connected to real life, within which they can behave and respond as they would do in the real world;;;;;;;;;;;;;;;;;;;;;
16;239;job interview training (...) interview skills and self-confidence for individuals;;;;;;;;;;;;;;;;;;;;;
16;240;VRE (..) for genders to swap bodies, so a woman could feel as being inside of the body of a man and vice versa;;;;;;;;;;;;;;;;;;;;;
16;241;VR is often used in vocational training providing practical experiences to workers of areas in which real-life training is not an option due to lack of access or because the danger is very high;;;;;;;;;;;;;;;;;;;;;
16;242;Using VR technology allows the users to step inside the disaster and thus, experience a remarkably realistic experience while they are trained to avoid dangerous actions like going near windows or touching flames aiming to reduce their fear during the disaster;;;;;;;;;;;;;;;;;;;;;
16;243;VR allows the visualization of the educational content (...) concepts that are difficult to present dynamically in the traditional classroom;;;;;;;;;;;;;;;;;;;;;
16;244;"VR environments have been used for pedestrian safety training (...); children with attention-deficit/hyperactivity disorder (ADHD) (...), children with disabilities (...) and children with Autism Spectrum Disorder (ASD)";;;;;;;;;;;;;;;;;;;;;
16;245;constant training within a virtual school environment;;;;;;;;;;;;;;;;;;;;;
16;246;virtual classroom environments aim to provide an innovative training tool that can be used for constant professional development and update of teachers� skills so that teachers can remain productive;;;;;;;;;;;;;;;;;;;;;
16;247;virtual environments will allow teachers to (...) monitor their progress;;;;;;;;;;;;;;;;;;;;;
16;248;[provide] (...) interactions with the virtual students;;;;;;;;;;;;;;;;;;;;;
16;249;training teachers via a simulated classroom environment helping them gain in-depth knowledge of their domain and assist the development of behavior management strategies;;;;;;;;;;;;;;;;;;;;;
16;250;raise teacher�s awareness and maximize their skills in identifying similar vision problems by placing them to the position of a visually impaired student;;;;;;;;;;;;;;;;;;;;;
16;251;help teachers identify bullying issues and distinguish them from simple teasing between the students;;;;;;;;;;;;;;;;;;;;;
16;252;help teachers deal with today�s multicultural classrooms and cultivate their empathy and reflection skills;;;;;;;;;;;;;;;;;;;;;
16;253;enter the position of a foreign student and experience verbal bullying by the classmates,while they were also able to see the incident through the eyes of the teacher;;;;;;;;;;;;;;;;;;;;;
16;254;These simulations have visual displays combined with haptic devices that are important for the user to apply forces to the virtual object and at the same time feel back the resistance from the object;;;;;;;;;;;;;;;;;;;;;
16;255;VR approaches can be used to support constructivist learning theory, offering users engaging learning activities allowing them to conquer knowledge on their own and connect it to their previous knowledge;;;;;;;;;;;;;;;;;;;;;
16;256;within those environments the performance of the user can be measured and be used for multiple purposes including training;;;;;;;;;;;;;;;;;;;;;
16;257;VREs allow the users to experience a scenario from multiple different perspectives, understanding the different aspects of a situation;;;;;;;;;;;;;;;;;;;;;
16;258;users can experiment in a risk-free environment and learn by trial and error;;;;;;;;;;;;;;;;;;;;;
16;259;VREs allow training in situations where it is impossible to do it in a physical space due to the cost or possible danger;;;;;;;;;;;;;;;;;;;;;
16;260;learners can experience crises situations but within a safe environment with room for error and no danger;;;;;;;;;;;;;;;;;;;;;
16;261;VREs can support knowledge acquisition by supporting different learning styles such as visual, auditory or kinesthetic;;;;;;;;;;;;;;;;;;;;;
16;262;simulated activities (...) supplementary to traditional teaching methods allowing teachers to spend the classroom time in more effective activities for the students such as discussions and group work;;;;;;;;;;;;;;;;;;;;;
16;263;instructors can develop cooperative activitieswith VREs promoting communication, collaboration and social skills of the users ;;;;;;;;;;;;;;;;;;;;;
16;264;Using VREs is an innovative approach that can promote creativity skills allowing users to develop their own VRE, which results in idea generation, while offering new educational opportunities;;;;;;;;;;;;;;;;;;;;;
16;265;VEs provide teachers a safe environment within which they can make mistakes but without influencing learning of real students and they can repeat the experience to work on their mistakes and no matter how many times teachers may want to experiment, the virtual students have no memory of the process;;;;;;;;;;;;;;;;;;;;;
16;266;the virtual environment will provide immediate feedback and data that in an actual classroom would be difficulty to identify;;;;;;;;;;;;;;;;;;;;;
16;267;experience the problem from three different perspectives: through the eyes of the teacher, a healthy student and a student under drug use;;;;;;;;;;;;;;;;;;;;;
17;268;allowing patients to visualise recommended procedures [in order for patients to learn];;;;;;;;;;;;;;;;;;;;;
17;269;VR can allow dynamic processes to be viewed from various angles and depths;;;;;;;;;;;;;;;;;;;;;
17;270;learning of the correct positioning of [technical aspects];;;;;;;;;;;;;;;;;;;;;
17;271;the visualisation of [objects] whilst using a HMD VR system;;;;;;;;;;;;;;;;;;;;;
17;272;to better visualise the [geometric, location and specific topic aspects of elements];;;;;;;;;;;;;;;;;;;;;
17;273;VR recreations of a patient�s [organ and its features];;;;;;;;;;;;;;;;;;;;;
17;274;a �flyover� video in the first half of their VR intervention phase which subjects watched through HMD VR;;;;;;;;;;;;;;;;;;;;;
17;275;VR can assist with revision of topics previously studied;;;;;;;;;;;;;;;;;;;;;
17;276;implemented novel VR tools alongside lectures, textbooks, anatomical atlases, CT images and dissections;;;;;;;;;;;;;;;;;;;;;
18;277;simulating equipment and operational activities;;;;;;;;;;;;;;;;;;;;;
18;278;training in a VR-based environment...cost and safety;;;;;;;;;;;;;;;;;;;;;
18;279;the BIM objects from previous construction projects can be collected, adapted and stored into a virtual database.;;;;;;;;;;;;;;;;;;;;;
18;280;real construction site conditions...scanning QR codes...motivation and engagement to learn;;;;;;;;;;;;;;;;;;;;;
18;281;address the limitations of time...objects from previous construction projects can be collected, adapted and stored into a virtual database;;;;;;;;;;;;;;;;;;;;;
18;282;framework...that integrates...technologies;;;;;;;;;;;;;;;;;;;;;
18;283;framework...real-time data collection and visualization;;;;;;;;;;;;;;;;;;;;;
18;284;animation process...promote students� learning;;;;;;;;;;;;;;;;;;;;;
18;285;comparison of different designs at the same time;;;;;;;;;;;;;;;;;;;;;
18;286;explore and interact with virtual building;;;;;;;;;;;;;;;;;;;;;
18;287;take the CAD data of a building and convert it into a simulation, and modify the objectives as they wish in the simulation;;;;;;;;;;;;;;;;;;;;;
18;288;results are dynamically demonstrated in the real model as the students changes the properties and characteristics of the simulation;;;;;;;;;;;;;;;;;;;;;
18;289;field and hands-on learning activities with real-time instructions;;;;;;;;;;;;;;;;;;;;;
19;290;usage of three-dimensional (3D) models (...) providing the opportunity to experience the learning content from the 3D view ;;;;;;;;;;;;;;;;;;;;;
19;291;animation is added to 3D models to deliver meaningful content to learners.;;;;;;;;;;;;;;;;;;;;;
19;292;learning contents in the format of video in a learning environment;;;;;;;;;;;;;;;;;;;;;
19;293;text and audio are utilised to present information.;;;;;;;;;;;;;;;;;;;;;
19;294;presents the learning material in the form of texts and images simultaneously;;;;;;;;;;;;;;;;;;;;;
21;295;virtually supplementing words or images to an existing environment. This could include the addition of virtual text to preexisting physical objects as well as the addition of virtual three-dimensional images onto a preexisting text;;;;;;;;;;;;;;;;;;;;;
21;296;placing appropriate virtual information in coinciding spatial or temporal relation to the physical exhibit or object;;;;;;;;;;;;;;;;;;;;;
21;297;AR application to be guided by [an expert] (...) in a [expertise context];;;;;;;;;;;;;;;;;;;;;
21;298;Designed AR application to allow users to manipulate variables in a way that promotes exploration and knowledge building.;;;;;;;;;;;;;;;;;;;;;
21;299;providing learners with audible information throughout the learning experience;;;;;;;;;;;;;;;;;;;;;
21;300;enhancement of specific areas of interest with either virtual imagery or text (...) cues (...)  [to] help guide the learner to what is most important about the topic;;;;;;;;;;;;;;;;;;;;;
21;301;Designed to guide visitors through museum and encourage visitor interaction with exhibits;;;;;;;;;;;;;;;;;;;;;
21;302;To create a narrative map of the typical visitor interaction with the exhibit.;;;;;;;;;;;;;;;;;;;;;
21;303;encourage learners to explore the environment around them, both real and virtual, and collaborate with their fellow students to form their understanding;;;;;;;;;;;;;;;;;;;;;
21;304;allowing them to feel and interact with exhibits.;;;;;;;;;;;;;;;;;;;;;
21;305;Designed to visualize [the invisible].;;;;;;;;;;;;;;;;;;;;;
21;306;design (...) to promote collaboration among users and increase interaction between users and center exhibits;;;;;;;;;;;;;;;;;;;;;
21;307;design guidelines focusing on multimedia learning theory (Mayer 2005);;;;;;;;;;;;;;;;;;;;;
22;308;exploration applications: (...) augmented books;;;;;;;;;;;;;;;;;;;;;
22;309;[exploration applications: ] augmented marks;;;;;;;;;;;;;;;;;;;;;
22;310;[exploration applications: ] use of a point of interest to trigger digital information;;;;;;;;;;;;;;;;;;;;;
22;311;used a great variety of digital information to augment the real world;;;;;;;;;;;;;;;;;;;;;
22;312;use AR technology to enhance the on-site information in [field location];;;;;;;;;;;;;;;;;;;;;
22;313;required the use of an AR-based tool providing at least one of the operations of science inquiry, namely generating hypotheses, designing comparisons, collecting observations, analyzing data, and constructing interpretations;;;;;;;;;;;;;;;;;;;;;
22;314;using observation as an instructional technique, the learner receives information in a passive way;;;;;;;;;;;;;;;;;;;;;
22;315;concept-map instructional technique when the AR-based tool allowed the tagging and connection of concepts related to the instruction;;;;;;;;;;;;;;;;;;;;;
22;316;students to establish the structure of course knowledge by drawing digital links connecting real images representing the main concepts to be studied;;;;;;;;;;;;;;;;;;;;;
22;317;personalizing of learning in AR learning environments to help focus students' attention;;;;;;;;;;;;;;;;;;;;;
22;318;problem-solving activity (...), using a marker-based (...) laboratory;;;;;;;;;;;;;;;;;;;;;
22;319;assets provided factual knowledge or helped students to become immersed in the educational context by superimposing digital elements related to the narrative of the lesson;;;;;;;;;;;;;;;;;;;;;
22;320;see invisible phenomena or helped students to visualize 3D concrete or abstract objects;;;;;;;;;;;;;;;;;;;;;
22;321;self-developed native applications which used self-programmed device sensors;;;;;;;;;;;;;;;;;;;;;
22;322;used augmented reality development tools [as part of the educational activity];;;;;;;;;;;;;;;;;;;;;
22;323;used at least two types of digital information (...) [e.g.] text (...) 2D images (...) animations (...) 3D objects and videos (...) audio (...)  applications that connected the real world with the World Wide Web;;;;;;;;;;;;;;;;;;;;;
22;324;"provide students with general ideas about a subject; then, these ideas are progressively differentiated in terms of details and specificity following a presentation instructional strategy";;;;;;;;;;;;;;;;;;;;;
22;325;Scientific discovery instructional strategy (...) AR application follows Bruner�s (...) guidelines for providing effective instruction by allowing students to infer knowledge through their interaction with 3D digital objects representing [topic content], presenting relevant content in a structured way, and giving immediate feedback;;;;;;;;;;;;;;;;;;;;;
22;326;discovery instructional strategy in a blended learning environment where (1) the AR application provides the information and/or data for measurement and (2) in-class activities promote hypothesis formation, data analysis, and reflection;;;;;;;;;;;;;;;;;;;;;
22;327;cooperative/collaborative instructional process (...) used blended learning environments where the AR learning tool was used individually, and the collaboration was carried out in the real world;;;;;;;;;;;;;;;;;;;;;
22;328;Instructional strategies: Discovery (...) Instructional techniques: Inquiry;;;;;;;;;;;;;;;;;;;;;
22;329;Instructional strategies: Discovery (...) Instructional techniques: Game;;;;;;;;;;;;;;;;;;;;;
22;330;Instructional strategies: Discovery (...) Instructional techniques: Observation;;;;;;;;;;;;;;;;;;;;;
22;331;Instructional strategies: Cooperative/Collaborative (...) Instructional techniques: Game;;;;;;;;;;;;;;;;;;;;;
22;332;Instructional strategies: Discovery (...) Instructional techniques: Concept Map;;;;;;;;;;;;;;;;;;;;;
22;333;Instructional strategies: Cooperative/Collaborative (...) Instructional techniques: Inquiry;;;;;;;;;;;;;;;;;;;;;
22;334;Instructional strategies: Cooperative/Collaborative (...) Instructional techniques: Observation;;;;;;;;;;;;;;;;;;;;;
22;335;Instructional strategies: Cooperative/Collaborative (...) Instructional techniques: Structured Observation;;;;;;;;;;;;;;;;;;;;;
22;336;Instructional strategies: Presentation (...) Instructional techniques: Observation;;;;;;;;;;;;;;;;;;;;;
22;337;Instructional strategies: Discovery (...) Instructional techniques: Structured Observation;;;;;;;;;;;;;;;;;;;;;
22;338;Instructional strategies: Presentation (...) Instructional techniques: Inquiry;;;;;;;;;;;;;;;;;;;;;
22;339;Instructional strategies: Presentation (...) Instructional techniques: Structured Observation;;;;;;;;;;;;;;;;;;;;;
22;340;Instructional strategies: Discovery (...) Instructional techniques: Field trip;;;;;;;;;;;;;;;;;;;;;
22;341;Instructional strategies: Discovery (...) Instructional techniques: Role-play;;;;;;;;;;;;;;;;;;;;;
22;342;a set of augmented reality learning activities organized as a learning flow;;;;;;;;;;;;;;;;;;;;;
22;343;Free observations allowed students to choose both the content and the order in which to explore it;;;;;;;;;;;;;;;;;;;;;
22;344;the narrative structure of a board game, the physical floor materials, a student's first-person embodied experiences, the third-person live camera feed, and the augmented-reality symbols become integrated in an inquiry learning activity;;;;;;;;;;;;;;;;;;;;;
22;345;virtual environment with outdoor activities that took advantage of the benefits of games providing immersion-in-context, rewards for correctness, and immediate feedback in response to student interaction;;;;;;;;;;;;;;;;;;;;;
22;346;discover relevant information according to their specific role in an out-of-class activity;;;;;;;;;;;;;;;;;;;;;
22;347;support collaborative instructional processes by providing knowledge-sharing features (...) included the sharing of pre-established text, images, 3D objects and animations;;;;;;;;;;;;;;;;;;;;;
22;348;[support collaborative instructional processes by providing knowledge-sharing features] the possibility of adding new text and images to the AR collaborative application;;;;;;;;;;;;;;;;;;;;;
23;349;storytelling as a first instruction, followed by observations in real-world environments (e.g., botanical garden, museum, in nature), either in single or group-based tasks to later share their findings with their colleagues in class and gain further experiences in a reflection and discussion session, to finally experiment with their own and other�s findings. ;;;;;;;;;;;;;;;;;;;;;
23;350;Situated learning incorporates learning at specific places, e.g., in a library, at home, at a botanical garden, in nature or special areas in a town.  The design elements therefore influence and derived from the environment itself, such as, atmosphere, impression, environmental and real world experiences, and integrate discovered objects. In addition, situated learning entail several learning activities into a learning sequence.;;;;;;;;;;;;;;;;;;;;;
23;351;Some researchers added group-work activities (e.g. interaction between students, exploring different aspects to combine findings) in their design of the AR learning app, but often split the group tasks into individual tasks to be fulfilled by different user role (...) to present their findings after the AR training as a group result.;;;;;;;;;;;;;;;;;;;;;
23;352;include data derived from mobile device sensors and functions like geo positioning, compass, and angle finders �to engage in outdoor [activity] (...)�;;;;;;;;;;;;;;;;;;;;;
23;353;aligned different instructional approaches and notions of using AR in education and emphasized the importance of learners� roles, locations, environments, and tasks;;;;;;;;;;;;;;;;;;;;;
23;354;aligning physical objects and virtual content in space (spatial contiguity principle) and time (temporal contiguity principle), using trigger images in a math exhibition (signaling principle), and playing spoken words instead of displaying written words (multimedia principle);;;;;;;;;;;;;;;;;;;;;
23;355;to include maps and features indicating objects of interest nearby, or simply to invite students to move in class (...), or to visit a specific place;;;;;;;;;;;;;;;;;;;;;
23;356;design elements like storytelling, accomplishing missions, or implementing variation using mini-games between learning steps used a database for game story and learning process data to analyze learner�s performance and their gaming skills. ;;;;;;;;;;;;;;;;;;;;;
23;357;design elements as leaderboards or badges, points and rewards;;;;;;;;;;;;;;;;;;;;;
23;358;real collaborative learning was introduced, the communication between the learners and their activities (...) [occurs via] interface and communication module to migrate objects and users between multiple virtual environments (and the real world);;;;;;;;;;;;;;;;;;;;;
23;359;Framework for an effective design of AR for teaching and learning;;;;;;;;;;;;;;;;;;;;;
23;360;[In their AR Design Framework for learning] enable the implementation of expanding-seeding and contracting-soloing learning sequences;;;;;;;;;;;;;;;;;;;;;
23;361;[In their AR Design Framework for learning] a communication interface to collect and exchange information about users� learning experiences within the learning activity;;;;;;;;;;;;;;;;;;;;;
23;362;[In their AR Design Framework for learning] one or more learning activities can be assembled into a learning sequence;;;;;;;;;;;;;;;;;;;;;
23;363;[In their AR Design Framework for learning] Inside a learning sequence, elements of coaching, collaboration, and reflection should be included, as well as the application of multiple practices, learning skills, and technology.;;;;;;;;;;;;;;;;;;;;;
23;364;structure (...) system design according to a three-phase learning model (...) partly based on CTML�s design principles for content design, interface design based on constructivist learning theory, and structure design based on mastery learning strategy;;;;;;;;;;;;;;;;;;;;;
23;365;internal and external process management and the communication between learning activities and with learning management systems can then be supported by the implementation of a so-called input-output hub;;;;;;;;;;;;;;;;;;;;;
23;366;communication between AR apps and external entities allows to collect data in form of activity statements describing the learner�s behavior during the learning sequence;;;;;;;;;;;;;;;;;;;;;
23;367;learning content was prepared, e.g. by using an introduction video and several mini-games built upon mobile design elements (...) [using immersive action within a physical space], to create a game-based learning experience.;;;;;;;;;;;;;;;;;;;;;
23;368;[AR educational works] incorporated multiple learning and collaboration activities, which were designed sequentially, considering the learning content, mobile learning aspects, and game-based elements, and combined into a single situated learning experience;;;;;;;;;;;;;;;;;;;;;
24;369;location-based games on handhelds and mobile phones which provide additional virtual data or information at given locations;;;;;;;;;;;;;;;;;;;;;
24;370;The mobile scans a marker on the textbook and videos about that part of the grammar/culture are triggered.;;;;;;;;;;;;;;;;;;;;;
24;371;transform a classroom setting to a virtual learning environment: for example, real cultural artifacts triggering images or videos of their history, wall maps displaying geographical locations, portraits bringing to life real interviews;;;;;;;;;;;;;;;;;;;;;
24;372;When they used the mobile phone to point in a specific direction, their location was identified, the embedded camera automatically captured the peripheral images, and related information such as names and descriptions of the buildings were shown on the screen. If the learner wanted to know more about a certain building, the learner could click on that piece of information and details would appear.;;;;;;;;;;;;;;;;;;;;;
24;373;AR provides opportunities for the learner to use the language in a spontaneous and unplanned way (...) exposed to situations like these (...) to prepare them to use the target language in real life;;;;;;;;;;;;;;;;;;;;;
24;374;students could benefit by creating markers and helping to create the augmentation;;;;;;;;;;;;;;;;;;;;;
24;375;a non-linear, �place-based quests using GPS tracking functions on mobile devices without an on-site program�;;;;;;;;;;;;;;;;;;;;;
24;376;This game provided a series of challenging language tasks for the learners when they moved around the city (...) The game had a video introduction (...) After the introduction, the learners were given a map which they needed to find a �trigger� image (...) Once the player found and scanned this image, (...) the game�s main character, appeared and showed a short video clip telling the players what still needed to be done.;;;;;;;;;;;;;;;;;;;;;
24;377;"transformed the university campus �into a virtual [foreign-language] (...) world, where students interact with characters, items, and media as they improve their [foreign] (...) language skills and discover their campus""";;;;;;;;;;;;;;;;;;;;;
24;378;two AR systems based on the way learners approached the system: self-directed or task-based linear approach;;;;;;;;;;;;;;;;;;;;;
24;379;In an AR-enhanced game, collaborative negotiation in the target language is frequently required in order to proceed in game playing.;;;;;;;;;;;;;;;;;;;;;
24;380;in implementing AR, sufficient time should be scheduled to familiarize learners with operation of the devices as well as the application�s rules;;;;;;;;;;;;;;;;;;;;;
24;381;learners needed to be provided with adequate game-play scaffolding in the gaming system;;;;;;;;;;;;;;;;;;;;;
24;382;more information should be provided so that students could access a wide variety of information, selected from the same topic;;;;;;;;;;;;;;;;;;;;;
24;383;sufficient and effective feedback should be available to students (...) It should be instantaneous, and it should let the players know whether they are engaging the game in the appropriate manner;;;;;;;;;;;;;;;;;;;;;
25;384;The applications created by AR enable the usage of three-dimensional models (i.e., 3D objects, images, videos and animations) both separately and simultaneously;;;;;;;;;;;;;;;;;;;;;
25;385;AR technology can also be combined with global positioning system (GPS)-enabled smart devices or quick response (QR) codes to create a unique, compelling and meaningful learning experiences;;;;;;;;;;;;;;;;;;;;;
25;386;utilized (...) a popular AR-infused game, to improve vocabularies regarding characteristics and appearance;;;;;;;;;;;;;;;;;;;;;
25;387;[a popular] AR-based game (...) as a tool to help students develop digital storytelling;;;;;;;;;;;;;;;;;;;;;
25;388;shared AR picture books between parents and their children;;;;;;;;;;;;;;;;;;;;;
25;389;primary students experience learning English with the aid of (...) [AR pop-up] books during recess time in the school library;;;;;;;;;;;;;;;;;;;;;
25;390;use (...) user-friendlier tools for the college students to create an AR-based virtual tour.;;;;;;;;;;;;;;;;;;;;;
25;391;In an AR environment, learners (...) establish their personal interpretations of the immersive interfaces according to their own life experiences (...) interact with their virtual or real-life partners to negotiate the meaning of the multimedia presentations and construct new context-appropriate comprehension;;;;;;;;;;;;;;;;;;;;;
25;392;[Learning Approach] Whole class teacher-directed [several refs.];;;;;;;;;;;;;;;;;;;;;
25;393;[Learning Approach] Groupwork/Parent-child interactive learning [several refs.];;;;;;;;;;;;;;;;;;;;;
25;394;[Learning Approach] Individualized learning/Selfdirected learning [several refs.];;;;;;;;;;;;;;;;;;;;;
26;395;AR has been widely used in Social Science due to the possibility of augment information and combining it with contextual information to provide new experiences.;;;;;;;;;;;;;;;;;;;;;
27;396;ARGBL during a field trip to a hands-on science centre (...) used QR scan codes and a challenge-based game structure to encourage engagement;;;;;;;;;;;;;;;;;;;;;
27;397;Mobile-learning using an AR application during fieldwork (...) to understand territorial heritage elements. ;;;;;;;;;;;;;;;;;;;;;
27;398;ARGBL using a graphic book in combination with 3D physical objects and 3D virtual objects;;;;;;;;;;;;;;;;;;;;;
27;399;ARGBL to promote reading comprehension in a naturalistic environment (...) each [book] page is an ARGBL game based on a reading comprehension question that uses the illustrations form the book as AR markers;;;;;;;;;;;;;;;;;;;;;
27;400;[Students use] a manipulative AR system for weather simulation, which included 3D interactive models and manipulative aids. ;;;;;;;;;;;;;;;;;;;;;
27;401;Context-aware storytelling;;;;;;;;;;;;;;;;;;;;;
27;402;Mobile learning using an AR application during fieldwork;;;;;;;;;;;;;;;;;;;;;
27;403;Interactive learning in an outdoor/indoor location using a mobile AR astronomy simulation software;;;;;;;;;;;;;;;;;;;;;
27;404;AR system (...) based on situated learning theory to enhance library instruction;;;;;;;;;;;;;;;;;;;;;
27;405;mobile game including multiple interaction forms (touch screen interaction and accelerometer) and combined AR with non-AR mini games.;;;;;;;;;;;;;;;;;;;;;
27;406;students use mobile (...) AR app in conjunction with water quality measurement tools that used graphic calculators ;;;;;;;;;;;;;;;;;;;;;
27;407;require learners to solve complex problems by combining collected evidence from the real world and virtual information in real time;;;;;;;;;;;;;;;;;;;;;
27;408;AR learning system (using a concept map as its learning structure);;;;;;;;;;;;;;;;;;;;;
27;409;AR learning system (which used a book as its learning structure);;;;;;;;;;;;;;;;;;;;;
27;410;creating (...) [2D AR games and 3D models with an authoring platform];;;;;;;;;;;;;;;;;;;;;
27;411;The entire field trip was gamefied in the style of a dice-based board game.  Students used wifi enabled mobile devices running an AR location-based competitive learning game in a butterfly garden. They were presented with challenges and information when a QR code was scanned. ;;;;;;;;;;;;;;;;;;;;;
27;412;Storytelling using AR and 3D models;;;;;;;;;;;;;;;;;;;;;
27;413;Participants (...) head-mounted (...) cameras to record interactions within the physical and social environments;;;;;;;;;;;;;;;;;;;;;
27;414;utilised a virtual reality head mounted display with a small video camera attached at the level of the students' eyes;;;;;;;;;;;;;;;;;;;;;
27;415;Students wave their hands in an AR motion-sensing environment set in a lab that uses a Microsoft Kinect and magnets to trigger the virtual magnet model and the simulated magnetic field.;;;;;;;;;;;;;;;;;;;;;
27;416;[content-specific device] using AR combined a digital compass with a G-sensor on a mobile device and connected the target content with the users' physical movements to provide the experience of human-computer field interaction;;;;;;;;;;;;;;;;;;;;;
27;417;used a camera to recognise printed markers in (...) a physical library that triggered the game's various learning missions;;;;;;;;;;;;;;;;;;;;;
27;418;Learning Physics (...) in participatory modeling to support inquiry and progressive symbolization within rich semiotic ecologies . ;;;;;;;;;;;;;;;;;;;;;
28;419;a VR based collaborative and interactive environment to foster greater engagement with the museum content;;;;;;;;;;;;;;;;;;;;;
28;420;"users can freely explore virtual areas and buildings; even examining and interacting with their contents.";;;;;;;;;;;;;;;;;;;;;
28;421;a simulation which would otherwise be impossible (...) explore (...) locations that no longer exist;;;;;;;;;;;;;;;;;;;;;
28;422;to simulate the access of limited resources (...) [such as] allowing students to directly interact with real (physical) laboratory equipment through the use of a virtual environment (...) [or] processing plant (...) [or] rare and geographically separated pieces of art (...) [or] to simulate interactions with [specific people] (...) [and to] overcome the limited number of [resources] available;;;;;;;;;;;;;;;;;;;;;
28;423;students (...) operate real tools located on university grounds through a virtual environment;;;;;;;;;;;;;;;;;;;;;
28;424;VR provides the possibility for participating in lifelike simulations/virtual explorations that would otherwise be infeasible or too dangerous to undertake in reality;;;;;;;;;;;;;;;;;;;;;
28;425;Users could modify the parameters of the (...) [simulation environment], these modifications would result in immediate changes to both the appearance of the environment and the underlying data/visualizations produced;;;;;;;;;;;;;;;;;;;;;
28;426;independently perform (...) exercises (....) system provides real-time feedback to users regarding the validity of their exercise-form based on the angles of their joints as detected by Kinect;;;;;;;;;;;;;;;;;;;;;
28;427;students would assume the role of (...), and the examiner would control the (...) [other participant's] avatar;;;;;;;;;;;;;;;;;;;;;
28;428;multi-user, allowing multiple (...) [trainees] to attempt to control and direct the (...) [NPCs] simultaneously;;;;;;;;;;;;;;;;;;;;;
28;429;These mini-games encourage users to further explore the museum, and to do so in a directed, goal-oriented fashion.;;;;;;;;;;;;;;;;;;;;;
28;430;several students are able to work together to attempt to beat several non-player characters;;;;;;;;;;;;;;;;;;;;;
28;431;route students through notable locations, whereby they frequently encounter NPCs who provide further information;;;;;;;;;;;;;;;;;;;;;
28;432;VR (...) to facilitate personalized learning experiences, i.e. lessons tailored to the needs of individual students (...) [e.g.] explore and learn at their own pace (...) provide learning experiences that would scale according to the unique abilities of the students;;;;;;;;;;;;;;;;;;;;;
28;433;VR (...) to create lessons that change according to other needs held by the student (...) [e.g.] lessons provided by this software would change according to the personal requirements (in terms of exercises required) of the user;;;;;;;;;;;;;;;;;;;;;
29;434;facilitates the observation of events which cannot easily be observed with the naked eye;;;;;;;;;;;;;;;;;;;;;
29;435;create immersive hybrid learning environments that combine digital and physical objects (...)  [to facilitate] the development of processing skills such as critical thinking, problemsolving, and communicating through interdependent collaborative exercises.;;;;;;;;;;;;;;;;;;;;;
29;436;[enable] visualization of invisible concepts, events, and abstract concepts;;;;;;;;;;;;;;;;;;;;;
29;437;[reduce] laboratory material cost;;;;;;;;;;;;;;;;;;;;;
29;438;[to enhance] enjoyment;;;;;;;;;;;;;;;;;;;;;
29;439;[to raise] the level of engagement;;;;;;;;;;;;;;;;;;;;;
29;440;[to increase] interest;;;;;;;;;;;;;;;;;;;;;
29;441;[to provide] collaboration opportunities for students;;;;;;;;;;;;;;;;;;;;;
