origin_id;origin_reference
293;Wang, X., Kim, M. J., Love, P. E. D., & Kang, S. C. (2013). Augmented reality in built environment: Classification and implications for future research. Automation in Construction, 32, 1-13.
294;Lara-Prieto, V., Bravo-Quirino, E., Rivera-Campa, M. �., & Guti�rrez-Arredondo, J. E. (2015). An innovative selflearning approach to 3D printing using multimedia and augmented reality on mobile devices. Procedia Computer Science, 75(2015 International Conference Virtual and Augmented Reality in Education), 59-65.
295;King, A. (2016). Pok�mon GO for listening and language development. Retrieved from https://avteducationtalk.wordpress.com .
296;Schrock, K (2016). Pok�mon GO in the classroom. Retrieved from: http://blog.discoveryeducation.com/blog/2016/07/13/pokemongo/ .
297;Cheng, K., & Tsai, C. (2014). Children and parents' reading of an augmented reality picture book: Analyses of behavioral patterns and cognitive attainment. Computers & Education, 72, 302-312.
298;Cheng, K., & Tsai, C. (2016). The interaction of child-parent shared reading with an augmented reality (AR) picture book and parents' conceptions of AR learning. British Journal of Educational Technology, 47(1), 203. 
299;Mahadzir, N. N. N., & Phung, L. F. (2013). The use of augmented reality pop-up book to increase motivation in English language learning for national primary school. IOSR Journal of Research & Method in Education, 1(1), 26-38.
300;Reinders, H., & Lakarnchua, O. (2014). Implementing mobile language learning with an augmented reality activity. Modern English Teacher, 23(2), 42-46. 
301;Pilton, S. (2014). The augmented classroom. Modern English Teacher, 23(3), 17-19.
302;K���k, S., Y�lmaz, R. M., & G�kta�, Y. (2014). Augmented reality for learning English: Achievement, attitude and cognitive load levels of students. Education & Science / Egitim Ve Bilim, 39(176), 393.
303;Alkhattabi, M. (2017). Augmented reality as e-learning tool in primary schools� education: Barriers to teachers� adoption. International Journal of Emerging Technologies in Learning, 12(2), 91-100.
304;Billinghurst, M., & Dunser, A. (2012). Augmented reality in the classroom. Computer, 45(7), 56-63.
305;Solak, E., & Cakir, R. (2015). Exploring the effect of materials designed with augmented reality on language learners� vocabulary learning. The Journal of Educators Online, 13(2), 50-72.
306;Chen, N., Teng, D. C., Lee, C., & Kinshuk. (2011). Augmenting paper-based reading activity with direct access to digital materials and scaffolded questioning. Computers & Education, 57, 1705-1715. 
307;Barreira, J., Bessa, M., Pereira, L. C., Adao, T., Peres, E., & Magalhaes, L. (2012). MOW: Augmented reality game to learn words in different languages: Case study: Learning English names of animals in elementary school. 7th Iberian Conference on Information Systems and Technologies (CISTI), 1-6.
308;Chen, C. H., Ho, C., & Lin, J. (2015). The development of an augmented reality game-based learning environment. Procedia - Social and Behavioral Sciences, 174(International Conference on New Horizons in Education, INTE 2014, 25-27 June 2014, Paris, France), 216-220.
309;Silva, M., Roberto, R., & Teichrieb, V. (2015). Evaluation of augmented reality technology in the English language field. CBIE-LACLO, 577-586.
310;Cascales, A., L., I., P�rez-L�pez, D., Perona, P., & Contero, M. (2013). An experience on natural sciences augmented reality contents for preschoolers. In R. Shumaker (Ed.), Virtual, augmented and mixed reality: Systems and applications [Electronic resource] (pp. 103-112). Berlin, Germany: Springer.
311;Liu, T., Tan, T., & Chu, Y. (2010). QR code and augmented reality-supported mobile English learning system. Lecture Notes in Computer Science, (5960), 37-52.
312;Holden, C. L., & Sykes, J. M. (2011). Leveraging mobile games for place-based language learning. International Journal of Game-Based Learning, 1(2), 1-18.
313;Computer-Assisted Culture Learning in an Online Augmented Reality Environment Based on Free-Hand Ges...� [Online]. Available: http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6750035. [Accessed: 31-Mar-2016].
314;K.-E. Chang, C.-T. Chang, H.-T. Hou, Y.-T. Sung, H.-L. Chao, and C.-M. Lee, �Development and behavioral pattern analysis of a mobile guide system with augmented reality for painting appreciation instruction in an art museum,� Comput. Educ., vol. 71, pp. 185�197, 2014.
315;K.-H. Cheng and C.-C. Tsai, �Affordances of Augmented Reality in Science Learning: Suggestions for Future Research,� J. Sci. Educ. Technol., vol. 22, no. 4, pp. 449�462, Aug. 2012.
316;Joo-Nagata, J, Abad, M., Giner, G., & Garcia-Penalvo, F. (2017). Augmented reality and pedestrian navigation through its implementation in m-learning and e-learning: Evaluation of an educational program in Chile. Computers & Education, 11(1), 1-17.
317;Yilmaz, R.M. & Goktas, Y. (2016). Using augmented reality technology in storytelling activities: Examining elementary students� narrative skill and creativity. Virtual Reality, 1-15.
318;Apostolellis, P., & Bowman, D. A. (2014). Evaluating the effects of orchestrated, game-based learning in virtual environments for informal education. Proceedings of the 11th Conference on Advances in Computer Entertainment Technology - ACE �14 (pp. 1�10). New York, USA: ACM Press.
319;Two Simple Single-pass GPU methods for Multi-channel Surface Voxelization of Dynamic Scenes A Gaitatzes, M Pavlos, G Papaioannou 19th Pacific Conference on Computer Graphics and Applications (short papers) 2011.
320;Perez-Valle, A., & Sagasti, D. (2012). A novel approach for tourism and education through virtual Vitoria-Gasteiz in the 16th century. Proceedings of the 18th International Conference on Virtual Systems and Multimedia (pp. 615� 618). Milan, Italy: IEEE.
321;Hristov, G., Zahariev, P., Bencheva, N., & Ivanov, I. (2013). Designing the next generation of virtual learning environments � Virtual laboratory with remote access to real telecommunication devices. In G. Papadourakis (Ed.), Proceedings of the 24th International Conference on European Association for Education in Electrical and Information Engineering (pp. 139�144). Chania, Greece: IEEE.
322;Ewert, D., Schuster, K., Johansson, D., Schilberg, D., & Jeschke, S. (2013). Intensifying learner�s experience by incorporating the virtual theatre into engineering education. In 2013 IEEE Global Engineering Education Conference (EDUCON) (pp. 207�212).
323;Angeloni, I., Bisio, F., De Gloria, A., Mori, D., Capurro, C., & Magnani, L. (2012). A Virtual Museum for Flemish artworks. A digital reconstruction of Genoese collections. Proceedings of the 18th International Conference on Virtual Systems and Multimedia (pp. 607�610). Los Alamitos: IEEE Press.
324;Falah, J., Khan, S., Alfalah, T., Alfalah, S. F. M., Chan, W., Harrison, D. K., & Charissis, V. (2014). Virtual Reality medical training system for anatomy education. Proceedings of the 2014 Science and Information Conference (pp. 752�758).
325;Abdul Rahim, E., Duenser, A., Billinghurst, M., Herritsch, A., Unsworth, K., Mckinnon, A., & Gostomski, P. (2012). A desktop virtual reality application for chemical and process engineering education. Proceedings of the 24th Australian Computer-Human Interaction Conference (pp. 1�8). New York: ACM Press.
326;Sun, K. T., Lin, C. L., & Wang, S. M. (2010). A 3-D Virtual Reality model of the sun and the moon for e-learning at elementary schools. International Journal of Science and Mathematics Education, 8(4), 689�710.
327;Wei, W., Dongsheng, L., & Chun, L. (2013). Fixed-wing aircraft interactive flight simulation and training system based on XNA. In X. Zhang, Z. Zhou, Q. Wang & X. Luo (Eds.), Proceedings of the 2013 International Conference on Virtual Reality and Visualization (pp. 191-198). Xian, Shaanxi, China: IEEE.
328;"P. Abichandani, W. Fligor and E. Fromm, ""A cloud enabled virtual reality based pedagogical ecosystem for wind energy education,"" 2014 IEEE Frontiers in Education Conference (FIE) Proceedings, 2014, pp. 1-7."
329;Chang, Y.-J., Wang, C.-C., Luo, Y.-S., & Tsai, Y.-C. (2014). Kinect-based rehabilitation for young adults with cerebral palsy participating in physical education programs in special education school settings. Proceedings of the World Conference on Educational Multimedia, Hypermedia and Telecommunications (pp. 792�795). Retrieved 2 December 2017 from http://www.editlib.org/p/147583.
330;Schwaab, J., Kman, N., Nagel, R., Bahner, D., Martin, D. R., Khandelwal, S., Vozenilek, J., Danforth, D. R.,  Nelson, R. (2011). Using Second Life virtual simulation environment for mock oral emergency medicine examination. Academic Emergency Medicine : Official Journal of the Society for Academic Emergency Medicine, 18(5), 559�62. 
331;Sharma, S., & Otunba, S. (2012). Collaborative virtual environment to study aircraft evacuation for training and education. Proceedings of the 2012 International Conference on Collaboration Technologies and Systems (CTS) (pp. 569�574). Denver, CO, USA: IEEE.
332;Aylett, R., Hall, L.E., Tazzyman, S., Lugrin, B., Andr�, E., Ritter, C., Nazir, A., Paiva, A., Hofstede, G.J., & Kappas, A. (2014). Werewolves, cheats, and cultural sensitivity. AAMAS.
333;Chung, L.-Y. (2012). Virtual Reality in college English curriculum: Case study of integrating second life in freshman English course. Proceedings of the 26th International Conference on Advanced Information Networking and Applications Workshops (pp. 250�253). Los Alamitos: IEEE Press.
334;Gieser, S. N., Becker, E., & Makedon, F. (2013). Using CAVE in physical rehabilitation exercises for rheumatoid arthritis. In F. Makedon (Ed.), Proceedings of the 6th International Conference on PErvasive Technologies Related to Assistive Environments (pp. 1�4). New York: ACM Press.
335;Afonseca, C., & Badia, S. B. i. (2013). Supporting collective learning experiences in special education. Proceedings of the IEEE 2nd International Conference on Serious Games and Applications for Health (SeGAH) (pp. 1�7). Los Alamitos: IEEE Press.
336;El Sayed, N. A., Zayed, H. H., & Sharawy, M. I. (2011). ARSC: Augmented reality student card. Computers & Education, 56(4), 1045e1061.
337;Lin, T.-J., Duh, H. B.-L., Li, N., Wang, H.-Y., & Tsai, C.-C. (2013). An investigation of learners' collaborative knowledge construction performances and behavior patterns in an augmented reality simulation system. Computers & Education, 68, 314e321.
338;Zarraonandia, T., Aedo, I., D�az, P., & Montero, A. (2013). An augmented lecture feedback system to support learner and teacher communication. British Journal of Educational Technology, 44(4), 616e628.
339;Lu, S.-J., & Liu, Y.-C. (2015). Integrating augmented reality technology to enhance children's learning in marine education. Environmental Education Research, 21(4), 525e541.
340;Munoz-Cristobal, J. A., Jorrin-Abellan, I. M., Asensio-Perez, J. I., Martinez-Mones, A., Prieto, L. P., & Dimitriadis, Y. (2015). Supporting teacher orchestration in ubiquitous learning environments: A study in primary education. Learning Technologies, IEEE Transactions on Learning, 8(1), 83e97.
341;Tobar-Mu�oz, H., Baldiris, S., and Fabregat, R. (2014). Gremlings in My Mirror: An Inclusive AR-Enriched Videogame for Logical Math Skills Learning. In: 2014 IEEE 14th International Conference on Advanced Learning Technologies (pp. 576�578). 
342;Johnson, A. S., and Sun, Y. (2013). Exploration of Spatial Augmented Reality on Person. In: D. Coquillart, S and LaViola, JJ and Schmalstieg (Ed.), 2013 IEEE Virtual Reality Conference (VR) (pp. 59�60). New York, US: IEEE.
343;Liarokapis, F., N. Mourkoussis, M. White, J. Darcy and M. Sifniotis et al., 2004. Web3D and augmented reality to support engineering education. World Trans. Eng. Technol. Educ., 3: 11-14.
344;El-Hakim, S.F., J.A. Beraldin, M. Picard and G. Godin, 2004. Detailed 3D reconstruction of large-scale heritage sites with integrated techniques. IEEE Comput. Graph. Applic., 24: 21-29.
345;Noh, Z., M.S. Sunar and Z. Pan, 2009. A review on augmented reality for virtual heritage system. Proceedings of the International Conference on Technologies for E-Learning and Digital Entertainment, (EDE�09), Springer, Berlin, Heidelberg, pp: 50-61.
346;Han, J., Jo, M., Hyun, E., & So, H. J. (2015). Examining young children�s perception toward augmented reality-infused dramatic play. Educational Technology Research and Development, 63(3), 455-474.
347;McMahon, D., Cihak, D. F., & Wright, R. (2015). Augmented reality as a navigation tool to employment opportunities for postsecondary education students with intellectual disabilities and autism. Journal of Research on Technology in Education, 47(3), 157-172.
348;Enyedy, N., Danish, J. A., & DeLiema, D. (2015). Constructing liminal blends in a collaborative augmented-reality learning environment. International Journal of Computer-Supported Collaborative Learning, 10(1), 7-34.
349;Cheng, Y., & Wang, S. H. (2011). Applying a 3D virtual learning environment to facilitate student's application ability-the case of marketing. Computers in Human Behavior, 27(1), pp.576-584.
350;Bertram, J., Moskaliuk, J., & Cress, U. (2015). Virtual training: making reality work? Computers in Human Behavior, 43, pp.284-292.
351;Dede, C. (2005). Millennial learning styles. Educause Quarterly, 28(1), pp.7-12.
352;Quintana, M. G. B., & Fernandez, S. M. (2015). A pedagogical model to develop teaching skills. The collaborative learning experience in the Immersive Virtual World TYMMI. Computers in Human Behavior, 51, pp.594-603.
353;Rose, F. D., Attree, E. A., Brooks, B. M., Parslow, D. M., Penn, P. R., & Amibihaipahan, N. (2000). Training in virtual environments: Transfer to real world tasks and equivalence to real task training. Ergonomics, 43(4), pp.494�511.
354;Bures, M. (2016). Time Demands of Virtual Ergonomic Modelling � Experimental Study, Proceedings of the 26th DAAAM International Symposium, pp.0286-0291, B. Katalinic (Ed.), Published by DAAAM International, ISBN 978-3-902734-07-5, ISSN 1726-9679, Vienna, Austria.
355;Arthur, E. J., Hancock, P. A., & Chrysler, S. T. (1997). The perception of spatial layout in real and virtual worlds. Ergonomics, 40(1), pp.69�77.
356;Gamberini, L., Cottone, P., Spagnolli, A., Varotto, D., & Mantovani, G. (2003). Responding to a fire emergency in a virtual environment: Different patterns of action for different situations. Ergonomics, 46(8), pp.842�858.
357;Lloyd, J., Persaud, N. V., & Powell, T. E. (2009). Equivalence of real-world and virtual reality route learning: A pilot study. Cyberpsychology & Behavior, 12(4), pp.423�427.
358;Romano, D. M., & Brna, P. (2001). Presence and reflection in training: Support for learning to improve quality decision-making skills under time limitations. CyberPsychology & Behavior, 4(2), pp.265�277.
359;American Psychiatric Association. (2000). Diagnostic and statistical manual of mental disorders (4th ed.). Washington, DC: American Psychiatric Association. ISBN 0-89042-062-9.
360;Hooper, S. R., Poon, K. K., Marcus, L., & Fine, C. (2006). Neuropsychological characteristics of school-age children with high-functioning autism: performance on the NEPSY. Child Neuropsychology, 12, pp.299-305.
361;"Kandalaft, M. R., Didehbani, N., Krawczyk, D. C., Allen, T. T., & Chapman, S. B. (2013). Virtual Reality Social Cognition Training for young adults with high-functioning autism. Journal of Autism and Developmental Disorders, 43, pp.34-44.
"
362;Parsons, S., Mitchell, P., & Leonard, A. (2005). Do adolescents with autistic spectrum disorders adhere to social conventions in virtual environments? Autism, 9, pp.95-117.
363;Wallace, S., Parsons, S., Westbury, A., White, K., & Bailey, A. (2010). Sense of presence and atypical social judgments in immersive virtual environments: responses of adolescents with Autism Spectrum Disorders. Autism, 14, pp.199-213.
364;Parsons, S., Mitchell, P., & Leonard, A. (2004). The use and understanding of virtual environments by adolescents with autistic spectrum disorders. Journal of Autism and Developmental Disorders, 34(4), pp.449-466.
365;Cheng, Y., & Ye, J. (2010). Exploring the social competence of students with autism spectrum conditions in a collaborative virtual learning environment: the pilot study. Computers and Education, 54, pp.1068-1077.
366;Herrera, G., Alcantud, F., Jordan, R., Blanquer, A., Labajo, G., & De Pablo, C. (2008). Development of symbolic play through the use of virtual reality tools in children with autistic spectrum disorders: two case studies. Autism, 12, 143-157.
367;Nijholt, A. (2000). Agent-supported cooperative learning environments. In Proceedings of the international workshop on advanced learning technologies.
368;Slater, M., & Wilbur, S. (1997). A framework for immersive virtual environments (FIVE): speculations on the role of presence in virtual environments. Presence: Teleoperators and Virtual Environments, 6(6), pp.603-616.
369;Mantovani, F., & Castelnuovo, G. (2003). The sense of presence in virtual training: enhancing skills acquisition and transfer of knowledge through learning experience in virtual environments. In G. D. F. Riva (Ed.), Being there: concepts, effects and measurement of user presence in synthetic environments (pp. 167-182). Amsterdam: IOS Press.
370;Palloff, R. M., & Pratt, K. (1999). Building learning communities in cyberspace (vol. 12). San Francisco: JosseyBass.
371;Vogel-Walcutt, J. J., Fiorella, L., & Malone, N. (2013). Instructional strategies framework for military training systems. Computers in Human Behavior, 29(4), pp.1490�1498.
372;Salas, E., Tannenbaum, S. I., Kraiger, K., & Smith-Jentsch, K. A. (2012). The science of training and development in organizations: What matters in practice. Psychological Science in the Public Interest, 13(2), pp.74�101.
373;Bacon, L., Windall, G., & MacKinnon, L. (2012). The development of a rich multimedia training environment for crisis management: Using emotional affect to enhance learning. Research in Learning Technology, 19.
374;Dorsey, D., Campbell, G., & Russell, S. (2009). Adopting the instructional science paradigm to encompass training in virtual environments. Theoretical Issues in Ergonomics Science, 10(3), pp.197�215.
375;Salas, E., Milham, L. M., & Bowers, C. A. (2003). Training evaluation in the military: Misconceptions, opportunities, and challenges. Military Psychology, 15(1), pp.3�16.
376;Barsalou, L. W. (1999). Perceptual symbol systems. Behavioral and Brain Sciences, 22, pp.577-609.
377;Zhou, R., & Fang, K. (2014). ARG Educational Games: a New Type of Educational Game e-Education Research(11), 51-58. 
378;Whitton, N. (2008). Alternate reality games for developing student autonomy and peer learning. Paper presented at the Proceedings of the LICK 2008 Symposium.
379;Moseley, A. (2012). An Alternate Reality for Education?: Lessons to be Learned from Online Immersive Games. International Journal of Game-Based Learning (IJGBL), 3(2), 32-50.
380;Piatt, K. (2009). Using alternate reality games to support first year induction with ELGG. Campus-Wide Information Systems, 26(4), 313-322.
381;Dondlinger, M. J., & Wilson, D. A. (2012). Creating an alternate reality: Critical, creative, and empathic thinking generated in the Global Village Playground capstone experience. Thinking Skills and Creativity, 7(3), 153-164. 
382;Johnston, J. D., Massey, A. P., & Marker-Hoffman, R. L. (2012). Using an alternate reality game to increase physical activity and decrease obesity risk of college students. Journal of diabetes science and technology, 6(4), 828-838. 
383;Klopfer, E., Squire, K.: Environmental Detectives�The Development of an Augmented Reality Platform for Environmental Simulations. Educational Technology Research and Development 56, 203�228 (2008).
384;Vate-U-Lan, P.: An Augmented Reality 3D Pop-Up Book: The Development of a Multimedia Project for English Language Teaching. In: IEEE International Conference on Multimedia and Expo, pp. 890�895 (2012). 
385;Liu, T.Y., Tan, T.-H., Chu, Y.-L.: Outdoor Natural Science Learning with an RFID-Supported Immersive Upiquitous Learning Environment. Educational Technology and Society 12, 161�175 (2009).
386;Squire, K.: Video Games in Education. International Journal of Intelligent Simulations and Gaming 2, 49�62 (2003).
387;Munnerley, D., et al., Confronting an augmented reality. 2012.
388;Radu, I., Augmented reality in education: a meta-review and cross-media analysis. Personal and Ubiquitous Computing, 2014. 18(6): p. 1533-1543.
389;Rosenbaum, E., E. Klopfer, and J. Perry, On location learning: Authentic applied science with networked augmented realities. Journal of Science Education and Technology, 2007. 16(1): p. 31-45.
390;Pok�mon Go. 2016 [cited 2016 20.09.2016], available from: https://en.wikipedia.org/wiki/Pok%C3%A9mon_Go. 
391;Bujak, K.R., et al., A psychological perspective on augmented reality in the mathematics classroom. Computers & Education, 2013. 68: p. 536-544.
392;Nielsen, B.L., H. Brandt, and H. Swensen, Augmented Reality in science education�affordances for student learning. Nordic Studies in Science Education, 2016. 12(2): p. 157-174.
393;Williams-Bell, F. M., Kapralos, B., Hogue, A., Murphy, B. M., & Weckman, E. J. Using Serious Games and Virtual Simulation for Training in the Fire Service: A Review. Fire Technology, 1-32.
394;Webster, R. D. (2014). Corrosion Prevention and Control Training in an Immersive Virtual Learning Environment. CORROSION 2014.
395;Chang, B., Sheldon, L., Si, M., & Hand, A. (2012). Foreign language learning in immersive virtual environments. In IS&T/SPIE Electronic Imaging (pp. 828902-828902). International Society for Optics and Photonics.
396;Silva, M., Freitas, D., Neto, E., Lins, C., Teichrieb, V., & Teixeira, J. M. (2014). Glassist: Using augmented reality on google glass as an aid to classroom management. Paper presented at the Proceedings - 2014 16th Symposium on Virtual and Augmented Reality, SVR 2014, 37-44.
397;Civelek, T., Ucar, E., Ustunel, H., & Ayd?n, M. K. (2014). Effects of a Haptic Augmented Simulation on K-12 Students� Achievement and their Attitudes towards Physics. Eurasia Journal of Mathematics, Science & Technology Education, 10(6), 565-574.
398;Ali, N., Ullah, S., Alam, A., & Rafique, J. 3D Interactive Virtual Chemistry Laboratory for Simulation of High School Experiments.
399;Antonieta, �. (2014). Immersive Simulation of Architectural Spatial Experiences. Blucher Design Proceedings, 1(7), 495-499.
400;Izatt, E., Scholberg, K., & Kopper, R. (2014, March). Neutrino-KAVE: An immersive visualization and fitting tool for neutrino physics education. In Virtual Reality (VR), 2014 iEEE (pp. 83-84). IEEE.
401;Pensieri, C., & Pennacchini, M. (2014). Overview: Virtual Reality in Medicine. Journal For Virtual Worlds Research, 7(1).
402;He, Y., Zhang, Z., Nan, X., Zhang, N., Guo, F., Rosales, E., & Guan, L. (2014, May). vConnect: Connect the real world to the virtual world. In Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA), 2014 IEEE International Conference on (pp. 30-35). IEEE.
403;Morehead, M., Jones, Q., Blatt, J., Holcomb, P., Schultz, J., DeFanti, T., ... & Spirou, G. A. (2014, March). Poster: BrainTrek-An immersive environment for investigating neuronal tissue. In 3D User Interfaces (3DUI), 2014 IEEE Symposium on (pp. 157-158). IEEE.
404;Kageyama, A. (2013, December). Keynote talk 1: Simulations and visualizations of magnetic fields in nature. In System Integration (SII), 2013 IEEE/SICE International Symposium on (pp. 1-1). IEEE.
405;Jones, M., Lawler, M. J., Hintz, E., Bench, N., Mangrubang, F., & Trullender, M. (2014, June). Head mounted displays and deaf children: Facilitating Sign Language in Challenging Learning Environments. In Proceedings of the 2014 conference on Interaction design and children (pp. 317-320). ACM.
406;Braun, S., & Slater, C. (2014). Populating a 3D virtual learning environment for interpreting students with bilingual dialogues to support situated learning in an institutional context. The Interpreter and Translator Trainer, 8(3), 469- 485.
407;Yoshida, S., Kihara, K., Takeshita, H., & Fujii, Y. (2014). Instructive head-mounted display system: pointing device using a vision-based finger tracking technique applied to surgical education. Videosurgery and Other Miniinvasive Techniques, 9(3), 449.
408;Cerqueira, C. S., & Kirner, C. (2012). Developing Educational Applications with a Non-Programming Augmented Reality Authoring Tool. Proceedings of World Conference on Educational Multimedia, Hypermedia and Telecommunications (pp. 2816-2825).
409;Chang, G., Morreale, P., & Medicherla, P. (2011). Applications of Augmented Reality Systems in Education. Proceedings of Society for Information Technology & Teacher Education International Conference 2010, 1380-1385. 
410;Yeom, S.-J. (2011). Augmented Reality for Learning Anatomy. Proceedings ascilite 2011 Hobart: Concise Paper (pp. 1377-1384).
411;Hedegaard, H., Dahl, M. R., & Grinbaek, K. (2007). EKGAR: Interactive ECG-Learning with AugmentedReality. 
412;Coffin, C., Bostandjiev, S., Ford, J., & Hollerer, T. (2008). Enhancing Classroom and Distance Learning Through Augmented Reality. 
413;Singhal, S., Bagga, S., Goyal, P., & Saxena, V. (2012). Augmented Chemistry: Interactive Education System. International Journal of Computer Applications.
414;Medina, E., Chen, Y.-C., & Weghorst, S. (2008). Understanding Biochemistry with Augmented Reality. Proceedings of World Conference on Educational Multimedia, Hypermedia and Telecommunications 2007, 4235-4239. 
415;Bajura M, Fuchs H, Ohbuchi R. 1992. Merging virtual objects with the real world: seeing ultrasound imagery within the patient. ACM 26(2):203�210.
416;Chris C. 2010. How augmented reality helps doctors save lives � readwrite. Available at http:// readwrite.com/2010/06/02/how augmented reality helps doctors save lives (accessed 15 March 2013).
417;De Paolis LT, Ricciardi F, Dragoni AF, Aloisio G. 2011. An augmented reality application for the radio frequency ablation of the liver tumors. In: Murgante B, Gervasi O, Iglesias A, Taniar D, Apduhan B, eds. Computational science and its applications ICCSA 2011, Vol. 6785. Berlin/Heidelberg: Springer, 572�581.
418;De Paolis LT, Pulimeno M, Aloisio G. 2008. An augmented reality application for minimally invasive surgery. In: 14th Nordic-baltic conference on biomedical engineering and medical physics IFMBE proceedings. 489�492.
419;Pandya A, Siadat M-R, Auner G. 2005. Design, implementation and accuracy of a prototype for medical augmented reality. Computer Aided Surgery 10(1):23�35.
420;Rasimah CMY. 2011. Evaluation of user acceptance of mixed reality technology. Australasian Journal of Educational Technology 27(8):1369�1387. Available at http://www.ascilite.org.au/ajet/ajet27/rasimah.html .
421;"C. T. Yeo, T. Ungi, P. U-Thainual, A. Lasso, R. C. McGraw and G. Fichtinger, ""The Effect of Augmented Reality Training on Percutaneous Needle Placement in Spinal Facet Joint Injections,"" in IEEE Transactions on Biomedical Engineering, vol. 58, no. 7, pp. 2031-2037, July 2011."
422; Botden S, Buzink S, Schijven M, Jakimowicz J. 2007. Augmented versus virtual reality laparoscopic simulation: what is the difference? A comparison of the ProMIS augmented reality laparoscopic simulator versus LapSim virtual reality laparoscopic simulator. World Journal of Surgery 31(4):764-772.
423;Botden S, Buzink S, Schijven M, Jakimowicz J. 2008. ProMIS augmented reality training of laparoscopic procedures face validity. Simulation in Healthcare: Journal of the Society for Simulation in Healthcare 3(2):97-102.
424;Botden S, Jakimowicz J. 2009. What is going on in augmented reality simulation in laparoscopic surgery? Surgical Endoscopy 23(8):1693-1700.
425;Leblanc F, Champagne BJ, Augestad KM, Neary PC, Senagore AJ, Ellis CN, Delaney CP. 2010a. A comparison of human cadaver and augmented reality simulator models for straight laparoscopic colorectal skills acquisition training. Journal of the American College of Surgeons 211(2):250-255.
426;Leblanc F, Delaney C, Ellis C, Neary P, Champagne B, Senagore A. 2010b. Hand-assisted versus straight laparoscopic sigmoid colectomy on a training simulator: what is the difference? A stepwise comparison of hand-assisted versus straight laparoscopic sigmoid colectomy performance on an augmented reality simulator. World Journal of Surgery 34(12):2909-2914.
427;Leblanc F, Delaney C, Neary P, Rose J, Augestad K, Senagore A, Champagne B. 2010c. Assessment of comparative skills between hand-assisted and straight laparoscopic colorectal training on an augmented reality simulator. Diseases of the Colon and Rectum 53(9):1323-1327.
428;Leblanc F, Senagore A, Ellis C, Champagne B, Augestad K, Neary P, Delaney C. 2010d. Hand-assisted laparoscopic sigmoid colectomy skills acquisition: augmented reality simulator versus human cadaver training models. Journal of Surgical Education 67(4):200-204.
429;Rolland J, Davis L, Hamza-Lup F, Daly J, Ha Y, Martin G, Norfleet J, Thumann R, Imielinska C. 2003. Development of a training tool for endotracheal intubation. In: Westwood JD, ed. Medicine meets virtual reality II. IOS Press. 288-294.
430;Yudkowsky, Rachel MD, MHPE and Luciano, Cristian PhD and Banerjee, Pat PhD and Schwartz, Alan PhD and Alaraj, Ali MD and Lemole, G. Michael Jr MD and Charbel, Fady MD and Smith, Kelly PhD and Rizzi, Silvio MS and Byrne, Richard MD and Bendok, Bernard MD, FACS and Frim, David MD, PhD Practice on an Augmented Reality/Haptic Simulator and Library of Virtual Brains Improves Residents� Ability to Perform a Ventriculostomy, Simulation in Healthcare: The Journal of the Society for Simulation in Healthcare: February 2013 - Volume 8 - Issue 1 - p 25-31.
431;Pretto F, Manssour IH, Lopes MHI, Silva ERda, Pinho MS. 2009. Augmented reality environment for life support training. In: SAC �09 Proceedings of the 2009 ACM symposium on applied computing. 836-841.
432;Nischelwitzer A, Lenz F, Searle G, Holzinger A. 2007. Some aspects of the development of low-cost augmented reality learning environments as examples for future interfaces in technology enhanced learning. In: Stephanidis C, ed. Universal access in HCI, Part III. Berlin Heidelberg: Springer-Verlag. 728-737.
433;Karthikeyan A, Mani P, Balasubramaniyan S, Selvam P. 2012. Use of augmented reality in serious game for training medical personnel. In: Meghanathan N, Chaki N, Nagamalai D, eds. Advances in computer science and information technology. computer science and engineering. Berlin, Heidelberg: Springer. Vol. 85:222-230.
434;von Jan, U., Noll, C., Behrends, M., & Albrecht, U. V. (2012). mARble�augmented reality in medical education. Biomedical Engineering/Biomedizinische Technik, 57(SI-1-Track-A).
435;Sakellariou S, Ward BM, Charissis V, Chanock D, Anderson P. 2009. Design and implementation of augmented reality environment for complex anatomy training: inguinal canal case study. In: Shumaker R, ed. Virtual and mixed reality�systems and applications. Vol. 5622:605-614.
436;Nilsson, S., & Johansson, B.J. (2008). Acceptance of augmented reality instructions in a real work setting. CHI '08 Extended Abstracts on Human Factors in Computing Systems.
437;Liu, T.-Y., & Chu, Y.-L. (2010). Using ubiquitous games in an English listening and speaking course: Impact on learning outcomes and motivation. Computers & Education, 55(2), 630�643.
438;Jara, C. a., Candelas, F. a., Puente, S. T., & Torres, F. (2011). Hands-on experiences of undergraduate students in Automatics and Robotics using a virtual and remote laboratory. Computers & Education, 57(4), 2451�2461.
439;Chang, C.-W., Lee, J.-H., Wang, C.-Y., & Chen, G.-D. (2010). Improving the authentic learning experience by integrating robots into the mixed-reality environment. Computers & Education, 55(4), 1572�1578.
440;Ho, C. M. L., Nelson, M. E., & M�eller-Wittig, W. (2011). Design and implementation of a student-generated virtual museum in a language curriculum to enhance collaborative multimodal meaning-making. Computers & Education, 57(1), 1083�1097.
441;Wrzesien, M., & Alca�iz Raya, M. (2010). Learning in serious virtual worlds: Evaluation of learning effectiveness and appeal to students in the E-Junior project. Computers & Education, 55(1), 178�187.
